"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL428213"	""	"0"	"305.34"	"0"	"3.06"	"2a"	"NC(=O)c1ccccc1Nc1ccnc(Nc2ccccc2)n1"	"IC50"	"'='"	"590.0"	"nM"	"6.23"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL905886"	"Inhibition of TNF-alpha-stimulated phosphorylation of c-Jun in HepG2 cells"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143787"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"CHEMBL3307718"	""
"CHEMBL1950298"	""	"0"	"486.57"	"0"	"4.94"	"11"	"CC(C)(O)[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCOCC4)c3n2)CC1"	"IC50"	"'='"	"320.0"	"nM"	"6.50"	""	""	"UO_0000065"	"13.35"	"0.25"	"1.55"	"6.69"	"0"	"CHEMBL1952891"	"Inhibition of hexa-His-tagged JNK1 expressed in baculoviral system using GST-tagged c-Jun as substrate preincubated for 15 mins prior ATP addition measured after 60 mins by scintillation counting"	"B"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1949521"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2012"	"None"	""
"CHEMBL1834323"	""	"0"	"413.41"	"0"	"2.29"	"36"	"C[C@H]1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23"	"Inhibition"	"'<'"	"35.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1837584"	"Inhibition of human JNK1 in HL60 cells lysate at 10 uM using post probe-labeling by LC-MS/MS analysis relative to control"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HL-60"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1833925"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"CHEMBL3307654"	""
"CHEMBL1784650"	""	"0"	"401.54"	"1"	"5.89"	"11"	"S=c1[nH]nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1"	"IC50"	"'>'"	"50000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1785343"	"Inhibition of JNK1 by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1781927"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"None"	""
"CHEMBL1784655"	""	"0"	"273.30"	"0"	"2.88"	"16"	"c1ccc2cc(-n3nnnc3-c3ccncc3)ccc2c1"	"IC50"	"'>'"	"50000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1785343"	"Inhibition of JNK1 by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1781927"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"None"	""
"CHEMBL1807446"	""	"0"	"425.49"	"0"	"4.21"	"24"	"Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3ccccc3)c(C)c12"	"IC50"	"'>'"	"25000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1811580"	"Inhibition of JNK1"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1806462"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"None"	""
"CHEMBL1783593"	""	"0"	"370.45"	"0"	"3.75"	"9i"	"CCc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1"	"IC50"	"'='"	"1400.0"	"nM"	"5.85"	""	""	"UO_0000065"	"15.80"	"0.30"	"2.10"	"9.16"	"0"	"CHEMBL1787506"	"Inhibition of JNK1 using biotinylated ATF2 and ATP substrates by HTRF assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1782035"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL1784086"	""	"0"	"424.73"	"0"	"4.26"	"4e, 6a"	"C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1"	"IC50"	"'='"	"240.0"	"nM"	"6.62"	""	""	"UO_0000065"	"15.59"	"0.36"	"2.36"	"13.59"	"0"	"CHEMBL1787506"	"Inhibition of JNK1 using biotinylated ATF2 and ATP substrates by HTRF assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1782035"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL1784090"	""	"0"	"474.79"	"1"	"5.27"	"4j"	"O=C(Nc1cccc(Cl)c1N1CCN(Cc2ccccc2)CC1)c1ccc(Br)o1"	"IC50"	"'='"	"880.0"	"nM"	"6.06"	""	""	"UO_0000065"	"12.75"	"0.29"	"0.79"	"12.43"	"0"	"CHEMBL1787506"	"Inhibition of JNK1 using biotinylated ATF2 and ATP substrates by HTRF assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1782035"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL396766"	""	"0"	"372.38"	"0"	"4.52"	"11b"	"O=C(O)c1cc2ccccc2cc1Nc1ccnc(Nc2cccc(O)c2)n1"	"IC50"	"'='"	"204.0"	"nM"	"6.69"	""	""	"UO_0000065"	"17.97"	"0.33"	"2.17"	"6.23"	"0"	"CHEMBL905885"	"Inhibition at human JNK1 at 1uM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143787"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
"CHEMBL242237"	""	"0"	"321.34"	"0"	"2.77"	"2b"	"NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1"	"IC50"	"'='"	"9.0"	"nM"	"8.05"	""	""	"UO_0000065"	"25.04"	"0.46"	"5.28"	"7.11"	"1"	"CHEMBL905885"	"Inhibition at human JNK1 at 1uM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143787"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
"CHEMBL226939"	""	"0"	"394.43"	"0"	"3.44"	"4k"	"CCOC(=O)c1cnn(CC(O)c2ccccc2)c1NC(=O)Nc1ccccc1"	"Activity"	""	""	""	""	""	"Not Active"	""	""	""	""	""	"0"	"CHEMBL889670"	"Binding affinity to JNK1"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1146234"	"1"	"Scientific Literature"	"J. Med. Chem."	"2007"	"None"	""
"CHEMBL522892"	"DOVITINIB"	"3"	"392.44"	"0"	"2.54"	"CHIR-258/TKI-258"	"CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1"	"Kd"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1908586"	"Binding constant for JNK1 kinase domain"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1908390"	"1"	"Scientific Literature"	"Nat. Biotechnol."	"2011"	"None"	""
"CHEMBL1093606"	""	"0"	"1342.61"	"None"	"None"	"23"	"CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(=N)N)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O"	"Kd"	"'='"	"420.0"	"nM"	"6.38"	""	""	"UO_0000065"	"4.75"	"None"	"None"	"None"	"0"	"CHEMBL1103401"	"Binding affinity to JNK1"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1156270"	"1"	"Scientific Literature"	"J. Med. Chem."	"2010"	"None"	""
"CHEMBL1084450"	""	"0"	"585.59"	"2"	"6.39"	"1"	"O=C(Nc1cccc(-n2ccc3c(NC(=O)c4ccccc4)nccc32)c1)c1ccc(N2CCOCC2)c(C(F)(F)F)c1"	"Inhibition"	"'='"	"-1.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1120348"	"Inhibition of JNK1alpha1 at 1 uM"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155511"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL307152"	""	"0"	"494.60"	"0"	"4.68"	"14m"	"Cn1ccc2ccc3c4[nH]c5c(CCCN[C@H]6CC[C@H](O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O"	"Control"	"'='"	"88.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL820299"	"Inhibition of c-Jun N-terminal kinase 1-alpha 1 at 500 nM"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1136094"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2003"	"None"	""
"CHEMBL1163567"	""	"0"	"545.01"	"2"	"6.10"	"5l"	"COC1CCN(C(=O)c2ccc(-c3cnc4c(c3)N(Cc3cc(Cl)ccc3C(F)(F)F)CCN4)cc2)CC1"	"Inhibition"	"'<'"	"50.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1166035"	"Inhibition of JNK1 at 1 uM"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1165965"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2010"	"None"	""
"CHEMBL260064"	""	"0"	"526.01"	"1"	"4.15"	"20a"	"CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(S(C)(=O)=O)n(CC(C)=O)n1"	"IC50"	"'='"	"7.6"	"nM"	"8.12"	""	""	"UO_0000065"	"15.44"	"0.31"	"3.97"	"7.51"	"0"	"CHEMBL921935"	"Inhibition of human JNK1 by radiometric assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144699"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2008"	"None"	""
"CHEMBL259934"	""	"0"	"454.36"	"1"	"5.80"	"6a"	"COC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1CC1CCCCC1"	"IC50"	"'='"	"450.0"	"nM"	"6.35"	""	""	"UO_0000065"	"13.97"	"0.30"	"0.55"	"13.14"	"0"	"CHEMBL939932"	"Inhibition of human JNK1 by radiometric assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1142440"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2008"	"None"	""
"CHEMBL210928"	""	"0"	"443.91"	"0"	"2.32"	"35"	"CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1Cl"	"IC50"	"'='"	"36.0"	"nM"	"7.44"	""	""	"UO_0000065"	"16.77"	"0.35"	"5.12"	"5.73"	"0"	"CHEMBL860181"	"Inhibition of JNK1-mediated ATF2 phosphorylation"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148638"	"1"	"Scientific Literature"	"J. Med. Chem."	"2006"	"None"	""
"CHEMBL1288216"	""	"0"	"326.38"	"0"	"3.26"	"18"	"COC(=O)c1sccc1NC(=O)Cc1cccc2ncccc12"	"IC50"	"'='"	"300.0"	"nM"	"6.52"	""	""	"UO_0000065"	"19.99"	"0.39"	"3.26"	"9.55"	"0"	"CHEMBL1291185"	"Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1287787"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1288933"	""	"0"	"247.32"	"0"	"2.42"	"20"	"O=C(Cc1ccccc1)Nc1ccsc1CO"	"IC50"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL1291185"	"Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1287787"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1288006"	""	"0"	"314.37"	"0"	"2.52"	"48"	"COc1ccc(CC(=O)Nc2ccsc2-n2nccn2)cc1"	"IC50"	"'='"	"830.0"	"nM"	"6.08"	""	""	"UO_0000065"	"19.34"	"0.38"	"3.56"	"8.81"	"0"	"CHEMBL1291185"	"Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1287787"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL363775"	""	"0"	"372.43"	"0"	"4.93"	"11"	"CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccccc4)c23)cc1"	"IC50"	"'='"	"794.33"	"nM"	"6.10"	""	""	"UO_0000065"	"16.38"	"0.30"	"1.17"	"7.72"	"0"	"CHEMBL831665"	"Negative log of inhibitory concentration determined against c-Jun N-terminal kinase (Activity reported against the isolated JNK-1 enzyme)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140363"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2005"	"None"	""
"CHEMBL188313"	""	"0"	"349.82"	"1"	"5.62"	"13"	"Clc1cccc(CNc2[nH]nc3cccc(Oc4ccccc4)c23)c1"	"IC50"	"'='"	"1258.93"	"nM"	"5.90"	""	""	"UO_0000065"	"16.87"	"0.32"	"0.28"	"11.81"	"0"	"CHEMBL831665"	"Negative log of inhibitory concentration determined against c-Jun N-terminal kinase (Activity reported against the isolated JNK-1 enzyme)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140363"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2005"	"None"	""
"CHEMBL1240703"	"CGP-52421"	"0"	"586.65"	"2"	"5.40"	"CGP-52421"	"CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O"	"Kd"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1244469"	"Binding affinity to JNK1"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1240346"	"1"	"Scientific Literature"	"Blood"	"2009"	"None"	""
"CHEMBL242488"	""	"0"	"287.32"	"0"	"3.10"	"1"	"CCCCOc1nccc(Nc2ccccc2C(=O)O)n1"	"IC50"	"'='"	"1900.0"	"nM"	"5.72"	""	""	"UO_0000065"	"19.91"	"0.37"	"2.62"	"6.78"	"0"	"CHEMBL905885"	"Inhibition at human JNK1 at 1uM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143787"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
"CHEMBL242489"	""	"0"	"273.29"	"0"	"2.71"	"6b"	"CCCOc1nccc(Nc2ccccc2C(=O)O)n1"	"IC50"	"'='"	"2300.0"	"nM"	"5.64"	""	""	"UO_0000065"	"20.63"	"0.39"	"2.93"	"6.69"	"0"	"CHEMBL905885"	"Inhibition at human JNK1 at 1uM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143787"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
"CHEMBL243749"	""	"0"	"340.31"	"0"	"3.51"	"14b"	"O=C(O)c1ccccc1Nc1nc(Nc2cccc(O)c2)ncc1F"	"IC50"	"'='"	"21.0"	"nM"	"7.68"	""	""	"UO_0000065"	"22.56"	"0.42"	"4.17"	"7.15"	"0"	"CHEMBL905885"	"Inhibition at human JNK1 at 1uM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143787"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
"CHEMBL242652"	""	"0"	"374.32"	"0"	"4.68"	"8l"	"O=C(O)c1ccccc1Nc1ccnc(Nc2ccc(C(F)(F)F)cc2)n1"	"IC50"	"'='"	"186.0"	"nM"	"6.73"	""	""	"UO_0000065"	"17.98"	"0.34"	"2.05"	"7.72"	"0"	"CHEMBL905885"	"Inhibition at human JNK1 at 1uM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143787"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
"CHEMBL1272289"	""	"0"	"440.55"	"0"	"4.43"	"47i"	"CCNC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN(C)C)cc1)c1ccccc1"	"Inhibition"	"'='"	"99.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1274098"	"Inhibition of SAPK1c at 1 uM"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1268952"	"1"	"Scientific Literature"	"J. Med. Chem."	"2010"	"None"	""
"CHEMBL1271471"	""	"0"	"454.57"	"0"	"4.82"	"47l"	"CCNCc1ccc(N/C(=C2\C(=O)Nc3cc(C(=O)N(C)CC)ccc32)c2ccccc2)cc1"	"Inhibition"	"'='"	"91.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1274098"	"Inhibition of SAPK1c at 1 uM"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1268952"	"1"	"Scientific Literature"	"J. Med. Chem."	"2010"	"None"	""
"CHEMBL607535"	"MEISOINDIGO"	"0"	"276.30"	"0"	"2.53"	"2"	"CN1C(=O)/C(=C2/C(=O)Nc3ccccc32)c2ccccc21"	"Inhibition"	"'='"	"14.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1070659"	"Inhibition of JNK1 at 10 uM"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1152632"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2009"	"None"	""
"CHEMBL574236"	""	"0"	"401.43"	"0"	"2.65"	"54"	"COc1ccccc1-n1c(-c2ccccc2C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12"	"Activity"	"'='"	"106.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1046783"	"Inhibition of JNK1 assessed as remaining enzyme activity at 3 uM relative to DMSO"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1154183"	"1"	"Scientific Literature"	"J. Med. Chem."	"2009"	"None"	""
"CHEMBL383177"	""	"0"	"285.35"	"0"	"4.97"	"17"	"c1ccc(Nc2ccc3c(-c4ccccc4)n[nH]c3c2)cc1"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1116944"	"Inhibition of JNK1"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1156270"	"1"	"Scientific Literature"	"J. Med. Chem."	"2010"	"None"	""
"CHEMBL264406"	""	"0"	"317.40"	"0"	"3.98"	"NA-PP1"	"CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc21"	"IC50"	"'='"	"270.0"	"nM"	"6.57"	""	"Antagonist"	"UO_0000065"	"20.70"	"0.37"	"2.59"	"9.43"	"0"	"CHEMBL1061939"	"Inhibition of JNK-M108A in the presence of 20uM ATP"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1150976"	"1"	"Scientific Literature"	"Biochem. J."	"2007"	"None"	""
"CHEMBL1164847"	""	"0"	"596.92"	"2"	"6.85"	"30"	"CC(=O)Nc1cccc(-c2ccc(-c3ccnc(NC(=O)Nc4cc(C(F)(F)F)cc(C(F)(F)F)c4)n3)cn2)c1.Cl"	"Inhibition"	"'<'"	"50.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1168293"	"Inhibition of JNK1 at 10 uM by HotSpot assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1165943"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2010"	"None"	""
"CHEMBL396327"	""	"0"	"555.68"	"2"	"5.74"	"10b"	"O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCc1ccc(c(N3CCCC3)n1)CCCn1cc2c2ccccc21"	"Inhibition"	"'='"	"104.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL886977"	"Inhibition of human JNK1alpha1 at 1 uM relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139192"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
